1,0,12,0,0
2,0,12,0,1
3,0,12,0,2
4,0,12,0,3
5,0,12,0,4
6,0,12,0,5
7,0,12,0,6
8,0,12,0,7
9,0,12,0,8
10,0,12,0,9
11,0,12,0,10
12,0,12,0,11
13,0,12,0,12
14,0,12,0,13
15,0,12,0,14
16,0,12,0,15
17,0,12,0,16
18,0,12,0,17
19,0,12,0,18
20,0,12,0,19
21,0,12,0,20
22,0,12,0,21
23,0,12,0,22
24,0,12,0,23
25,0,12,0,24
26,0,12,0,25
27,0,12,0,26
28,0,12,0,27
29,0,12,0,28
30,0,12,0,29
31,0,12,0,30
32,0,12,0,31
33,0,12,0,32
34,0,12,0,33
35,0,12,0,34
36,0,12,0,35
37,0,12,0,36
38,0,12,0,37
39,0,12,0,38
40,0,12,0,39
41,0,12,0,40
42,0,12,0,41
43,0,12,0,42
44,0,12,0,43
45,0,12,0,44
46,0,12,0,45
47,0,12,0,46
48,0,12,0,47
49,0,12,0,48
50,0,12,0,49
51,0,12,0,50
52,0,12,0,51
53,0,12,0,52
54,0,12,0,53
55,0,12,0,54
56,0,12,0,55
57,0,12,0,56
58,0,12,0,57
59,0,12,0,58
60,0,12,0,59
61,1,1,0,0
62,1,1,0,1
63,1,1,0,2
64,1,1,0,3
65,1,1,0,4
66,1,1,0,5
67,1,1,0,6
68,1,1,0,7
69,1,1,0,8
70,1,1,0,9
71,1,1,0,10
72,1,1,0,11
73,1,1,0,12
74,1,1,0,13
75,1,1,0,14
76,1,1,0,15
77,1,1,0,16
78,1,1,0,17
79,1,1,0,18
80,1,1,0,19
81,1,1,0,20
82,1,1,0,21
83,1,1,0,22
84,1,1,0,23
85,1,1,0,24
86,1,1,0,25
87,1,1,0,26
88,1,1,0,27
89,1,1,0,28
90,1,1,0,29
91,1,1,0,30
92,1,1,0,31
93,1,1,0,32
94,1,1,0,33
95,1,1,0,34
96,1,1,0,35
97,1,1,0,36
98,1,1,0,37
99,1,1,0,38
100,1,1,0,39
101,1,1,0,40
102,1,1,0,41
103,1,1,0,42
104,1,1,0,43
